W,0.8,0.85,0.9,0.95
21,0.003538161497772881,0.0030699657380862844,0.002513894689497863,0.0017754587940486696
30,0.009871796567761298,0.00851728875441975,0.007037582276782593,0.004646524012631364
45,0.024571064651645342,0.021560627335073197,0.01766293306926652,0.01256049693948322
60,0.03168282123142572,0.027595202954121538,0.02252820040857285,0.01608495745135205
