W,0.8,0.85,0.9,0.95
21,0.004251184258472003,0.0031580225920077734,0.002064860925543544,0.0010931616664642293
30,0.010202842220332808,0.007652131665249605,0.005344345924936232,0.002550710555083202
45,0.018462285922506982,0.013968176849265152,0.009231142961253491,0.004615571480626746
60,0.022227620551439328,0.016761812219118183,0.011174541479412122,0.005708733147090975
